id,일자리,이윤(억),탄소,거주성,저렴한집(%),오픈(%),일자리점,이윤점,탄소점,거주성점,저렴한집점,구간합,RFP감점,RFP통과,RFP미달,지표합
S0309,2434,80.3,12.8,90,10.0,38.8,8,8,8,8,2,34,0,1,,34
S0310,2226,94.9,23.1,90,60.0,14.8,8,8,4,8,10,38,0,1,,38
S0311,2530,78.2,26.6,86,25.0,30.6,8,8,4,6,6,32,0,1,,32
S0312,1652,90.6,13.9,94,25.0,24.5,4,8,8,8,6,34,0,1,,34
S0313,2500,139.8,26.4,79,50.0,9.7,8,10,4,4,10,36,3,0,openSpace,33
S0314,2762,126.8,15.5,81,5.0,32.1,8,10,6,6,0,30,3,0,affordable,27
S0315,2304,68.0,17.8,87,15.0,28.6,8,8,6,6,4,32,0,1,,32
S0316,2558,104.5,31.4,70,90.0,3.6,8,10,2,2,10,32,3,0,openSpace,29
S0317,1814,98.5,14.3,100,60.0,26.0,6,8,8,10,10,42,0,1,,42
S0318,2572,93.4,30.0,87,20.0,22.4,8,8,4,6,4,30,0,1,,30
S0319,1850,82.0,14.9,90,10.0,25.5,6,8,8,8,2,32,0,1,,32
S0320,2536,123.7,23.1,90,55.0,14.3,8,10,4,8,10,40,0,1,,40
S0321,1996,27.0,1.9,87,45.0,9.7,6,4,10,6,10,36,3,0,openSpace,33
S0322,2390,98.3,20.2,97,95.0,20.4,8,8,6,10,10,42,0,1,,42
S0323,2030,98.7,25.4,76,5.0,15.3,6,8,4,4,0,22,3,0,affordable,19
S0324,2325,150.1,25.9,67,0.0,11.2,8,10,4,0,0,22,6,0,affordable|livability,16
S0325,2822,102.6,28.2,77,50.0,6.6,10,10,4,4,10,38,3,0,openSpace,35
S0326,2344,130.9,29.3,90,75.0,18.4,8,10,4,8,10,40,0,1,,40
S0327,1695,78.0,13.7,100,40.0,29.6,4,8,8,10,8,38,0,1,,38
S0328,2810,108.1,17.8,96,55.0,28.1,10,10,6,10,10,46,0,1,,46
S0329,1290,63.0,26.1,76,65.0,7.7,2,8,4,4,10,28,6,0,jobs|openSpace,22
S0330,3550,154.7,32.0,76,95.0,5.1,10,10,2,4,10,36,3,0,openSpace,33
S0331,2338,128.1,26.7,65,0.0,8.7,8,10,4,0,0,22,9,0,affordable|openSpace|livability,13
S0332,3130,124.2,29.9,93,95.0,29.1,10,10,4,8,10,42,0,1,,42
S0333,3533,176.8,34.5,55,5.0,3.1,10,10,2,0,0,22,9,0,affordable|openSpace|livability,13
S0334,2374,99.2,19.5,97,65.0,20.9,8,8,6,10,10,42,0,1,,42
S0335,1915,87.4,18.8,89,20.0,23.0,6,8,6,8,4,32,0,1,,32
S0336,1570,41.2,15.7,82,5.0,33.7,4,6,6,6,0,22,3,0,affordable,19
S0337,1502,48.3,26.4,93,85.0,42.9,4,6,4,8,10,32,0,1,,32
S0338,3206,162.6,30.4,69,30.0,7.1,10,10,2,0,6,28,6,0,openSpace|livability,22
S0339,1232,45.6,11.5,100,45.0,28.6,2,6,8,10,10,36,3,0,jobs,33
S0340,1410,43.0,22.3,96,65.0,33.7,4,6,4,10,10,34,0,1,,34
S0341,1238,-0.1,2.1,100,95.0,41.8,2,0,10,10,10,32,6,0,jobs|profit,26
S0342,1990,85.5,15.2,92,35.0,28.1,6,8,6,8,8,36,0,1,,36
S0343,1950,77.6,15.5,97,75.0,25.5,6,8,6,10,10,40,0,1,,40
S0344,2186,104.9,21.2,90,45.0,14.8,6,10,6,8,10,40,0,1,,40
S0345,1644,91.9,15.9,86,15.0,25.0,4,8,6,6,4,28,0,1,,28
S0346,2884,143.4,29.6,79,70.0,8.2,10,10,4,4,10,38,3,0,openSpace,35
S0347,2172,114.6,28.2,79,40.0,9.2,6,10,4,4,8,32,3,0,openSpace,29
S0348,2390,74.1,28.2,83,15.0,27.6,8,8,4,6,4,30,0,1,,30
S0349,2662,125.3,16.1,89,25.0,29.6,8,10,6,8,6,38,0,1,,38
S0350,1794,92.4,20.3,82,65.0,8.2,6,8,6,6,10,36,3,0,openSpace,33
S0351,2264,94.2,16.0,96,65.0,26.0,8,8,6,10,10,42,0,1,,42
S0352,1636,74.2,18.3,92,85.0,17.3,4,8,6,8,10,36,0,1,,36
S0353,2710,116.2,32.5,84,15.0,20.4,8,10,2,6,4,30,0,1,,30
S0354,2965,102.8,31.3,89,80.0,16.3,10,10,2,8,10,40,0,1,,40
S0355,2188,102.0,27.3,77,75.0,5.1,6,10,4,4,10,34,3,0,openSpace,31
S0356,2320,94.5,21.3,81,5.0,23.0,8,8,6,6,0,28,3,0,affordable,25
S0357,1845,57.1,16.2,93,35.0,26.0,6,6,6,8,8,34,0,1,,34
S0358,3490,152.8,34.8,83,80.0,10.2,10,10,2,6,10,38,0,1,,38
S0359,2630,133.5,18.8,96,65.0,23.0,8,10,6,10,10,44,0,1,,44
S0360,2786,152.4,23.3,90,55.0,12.2,8,10,4,8,10,40,0,1,,40
S0361,1914,85.4,12.1,100,95.0,33.7,6,8,8,10,10,42,0,1,,42
S0362,1794,89.2,21.1,79,15.0,13.3,6,8,6,4,4,28,0,1,,28
S0363,1690,75.0,12.3,100,95.0,30.6,4,8,8,10,10,40,0,1,,40
S0364,1348,61.2,5.2,91,15.0,36.7,4,8,10,8,4,34,0,1,,34
S0365,3160,99.8,29.4,94,55.0,33.7,10,8,4,8,10,40,0,1,,40
S0366,1394,45.0,10.4,94,25.0,33.7,4,6,8,8,6,32,0,1,,32
S0367,2230,113.4,21.7,85,25.0,16.3,8,10,6,6,6,36,0,1,,36
S0368,2546,142.1,26.5,73,30.0,7.1,8,10,4,2,6,30,3,0,openSpace,27
S0369,2914,82.8,22.4,96,75.0,26.0,10,8,4,10,10,42,0,1,,42
S0370,2604,112.8,25.2,78,10.0,13.3,8,10,4,4,2,28,0,1,,28
S0371,1588,63.8,17.8,92,85.0,18.9,4,8,6,8,10,36,0,1,,36
S0372,2162,101.2,16.6,86,15.0,27.0,6,10,6,6,4,32,0,1,,32
S0373,2624,151.8,26.6,76,35.0,8.2,8,10,4,4,8,34,3,0,openSpace,31
S0374,1740,73.3,25.6,84,10.0,21.4,6,8,4,6,2,26,0,1,,26
S0375,1546,34.3,2.7,86,5.0,22.4,4,6,10,6,0,26,3,0,affordable,23
S0376,2308,88.2,16.4,86,10.0,26.5,8,8,6,6,2,30,0,1,,30
S0377,2344,107.3,21.8,92,40.0,18.4,8,10,6,8,8,40,0,1,,40
S0378,1828,61.4,8.4,90,10.0,36.7,6,8,8,8,2,32,0,1,,32
S0379,1648,-49.8,4.8,77,95.0,3.6,4,0,10,4,10,28,6,0,openSpace|profit,22
S0380,2198,115.6,18.3,87,25.0,18.9,6,10,6,6,6,34,0,1,,34
S0381,1908,110.5,23.6,78,20.0,11.2,6,10,4,4,4,28,0,1,,28
S0382,2368,57.6,25.8,86,95.0,12.8,8,6,4,6,10,34,0,1,,34
S0383,1784,19.7,5.0,100,100.0,20.9,6,4,10,10,10,40,0,1,,40
S0384,1648,64.1,14.9,91,15.0,21.4,4,8,8,8,4,32,0,1,,32
S0385,2064,58.4,14.1,96,30.0,33.7,6,6,8,10,6,36,0,1,,36
S0386,1370,23.5,13.2,90,25.0,19.9,4,4,8,8,6,30,0,1,,30
S0387,1464,30.5,7.4,100,85.0,26.0,4,6,10,10,10,40,0,1,,40
S0388,2574,100.9,17.7,97,65.0,23.5,8,10,6,10,10,44,0,1,,44
S0389,2046,82.0,25.5,76,55.0,7.1,6,8,4,4,10,32,3,0,openSpace,29
S0390,2354,54.1,22.8,93,90.0,18.4,8,6,4,8,10,36,0,1,,36
S0391,2094,126.8,25.7,73,30.0,5.6,6,10,4,2,6,28,3,0,openSpace,25
S0392,1439,86.5,15.5,96,95.0,20.9,4,8,6,10,10,38,0,1,,38
S0393,1530,75.0,13.6,97,30.0,23.0,4,8,8,10,6,36,0,1,,36
S0394,4126,198.0,31.2,86,55.0,13.8,10,10,2,6,10,38,0,1,,38
S0395,1666,32.8,3.5,82,5.0,19.9,4,6,10,6,0,26,3,0,affordable,23
S0396,3425,163.0,28.4,82,30.0,12.8,10,10,4,6,6,36,0,1,,36
S0397,3010,99.5,21.3,82,0.0,28.1,10,8,6,6,0,30,3,0,affordable,27
S0398,1508,33.4,4.2,93,20.0,29.1,4,6,10,8,4,32,0,1,,32
S0399,1964,71.3,9.2,80,25.0,8.2,6,8,8,6,6,34,3,0,openSpace,31
S0400,3050,106.4,15.9,97,70.0,33.2,10,10,6,10,10,46,0,1,,46
S0401,1736,58.9,8.8,93,95.0,14.8,6,6,8,8,10,38,0,1,,38
S0402,2808,108.1,21.0,89,20.0,24.0,10,10,6,8,4,38,0,1,,38
S0403,2636,145.6,17.9,83,10.0,19.9,8,10,6,6,2,32,0,1,,32
S0404,3276,142.2,28.0,86,40.0,14.8,10,10,4,6,8,38,0,1,,38
S0405,1966,99.5,18.9,92,75.0,19.9,6,8,6,8,10,38,0,1,,38
S0406,1835,89.9,9.9,100,80.0,33.7,6,8,8,10,10,42,0,1,,42
S0407,2904,108.2,23.1,94,100.0,18.4,10,10,4,8,10,42,0,1,,42
S0408,1210,35.3,5.9,100,50.0,40.8,2,6,10,10,10,38,3,0,jobs,35
S0409,1752,95.4,10.2,93,20.0,35.2,6,8,8,8,4,34,0,1,,34
S0410,1874,93.7,22.7,85,50.0,10.7,6,8,4,6,10,34,0,1,,34
S0411,2132,98.1,15.0,90,10.0,27.0,6,8,8,8,2,32,0,1,,32
S0412,2305,67.7,15.0,92,30.0,34.2,8,8,8,8,6,38,0,1,,38
S0413,3132,108.3,20.0,92,35.0,29.6,10,10,6,8,8,42,0,1,,42
S0414,2790,99.9,28.9,90,35.0,21.4,8,8,4,8,8,36,0,1,,36
S0415,1672,121.1,28.1,63,25.0,4.1,4,10,4,0,6,24,6,0,openSpace|livability,18
S0416,1458,76.9,18.7,90,50.0,13.8,4,8,6,8,10,36,0,1,,36
S0417,3106,143.9,27.2,87,90.0,12.2,10,10,4,6,10,40,0,1,,40
S0418,1668,86.0,26.7,78,5.0,38.8,4,8,4,4,0,20,3,0,affordable,17
S0419,1912,88.0,23.8,83,50.0,9.2,6,8,4,6,10,34,3,0,openSpace,31
